lg01	0	10000	51
lg01	10000	20000	50
lg01	20000	30000	44
lg01	30000	40000	42
lg01	40000	50000	46
lg01	50000	60000	41
lg01	60000	70000	49
lg01	70000	80000	41
lg01	80000	90000	47
lg01	90000	100000	43
lg01	100000	110000	40
lg01	110000	120000	43
lg01	120000	130000	44
lg01	130000	140000	41
lg01	140000	150000	44
lg01	150000	160000	44
lg01	160000	170000	41
lg01	170000	180000	47
lg01	180000	190000	45
lg01	190000	200000	49
lg01	200000	210000	45
lg01	210000	220000	45
lg01	220000	230000	47
lg01	230000	240000	45
lg01	240000	250000	42
lg01	250000	260000	51
lg01	260000	270000	47
lg01	270000	280000	42
lg01	280000	290000	48
lg01	290000	300000	45
lg01	300000	310000	44
lg01	310000	320000	43
lg01	320000	330000	41
lg01	330000	340000	45
lg01	340000	350000	46
lg01	350000	360000	42
lg01	360000	370000	47
lg01	370000	380000	45
lg01	380000	390000	41
lg01	390000	400000	47
lg01	400000	410000	47
lg01	410000	420000	47
lg01	420000	430000	45
lg01	430000	440000	48
lg01	440000	450000	45
lg01	450000	460000	43
lg01	460000	470000	45
lg01	470000	480000	48
lg01	480000	490000	46
lg01	490000	500000	44
lg01	500000	510000	41
lg01	510000	520000	43
lg01	520000	530000	41
lg01	530000	540000	49
lg01	540000	550000	47
lg01	550000	560000	46
lg01	560000	570000	45
lg01	570000	580000	46
lg01	580000	590000	42
lg01	590000	600000	58
lg01	600000	610000	50
lg01	610000	620000	49
lg01	620000	630000	49
lg01	630000	640000	51
lg01	640000	650000	49
lg01	650000	660000	54
lg01	660000	670000	50
lg01	670000	680000	41
lg01	680000	690000	42
lg01	690000	700000	39
lg01	700000	710000	49
lg01	710000	720000	44
lg01	720000	730000	44
lg01	730000	740000	48
lg01	740000	750000	40
lg01	750000	760000	42
lg01	760000	770000	43
lg01	770000	780000	46
lg01	780000	790000	44
lg01	790000	800000	40
lg01	800000	810000	41
lg01	810000	820000	44
lg01	820000	830000	47
lg01	830000	840000	46
lg01	840000	850000	40
lg01	850000	860000	43
lg01	860000	870000	43
lg01	870000	880000	43
lg01	880000	890000	44
lg01	890000	900000	42
lg01	900000	910000	43
lg01	910000	920000	43
lg01	920000	930000	46
lg01	930000	940000	48
lg01	940000	950000	48
lg01	950000	960000	43
lg01	960000	970000	42
lg01	970000	980000	42
lg01	980000	990000	41
lg01	990000	1000000	40
lg01	1000000	1010000	47
lg01	1010000	1020000	47
lg01	1020000	1030000	44
lg01	1030000	1040000	44
lg01	1040000	1050000	50
lg01	1050000	1060000	45
lg01	1060000	1070000	48
lg01	1070000	1080000	43
lg01	1080000	1090000	46
lg01	1090000	1100000	45
lg01	1100000	1110000	45
lg01	1110000	1120000	43
lg01	1120000	1130000	42
lg01	1130000	1140000	41
lg01	1140000	1150000	47
lg01	1150000	1160000	45
lg01	1160000	1170000	40
lg01	1170000	1180000	39
lg01	1180000	1190000	43
lg01	1190000	1200000	45
lg01	1200000	1210000	44
lg01	1210000	1220000	45
lg01	1220000	1230000	45
lg01	1230000	1240000	43
lg01	1240000	1250000	45
lg01	1250000	1260000	42
lg01	1260000	1270000	42
lg01	1270000	1280000	41
lg01	1280000	1290000	40
lg01	1290000	1300000	42
lg01	1300000	1310000	44
lg01	1310000	1320000	41
lg01	1320000	1330000	42
lg01	1330000	1340000	40
lg01	1340000	1350000	45
lg01	1350000	1360000	47
lg01	1360000	1370000	48
lg01	1370000	1380000	48
lg01	1380000	1390000	45
lg01	1390000	1400000	41
lg01	1400000	1410000	45
lg01	1410000	1420000	42
lg01	1420000	1430000	43
lg01	1430000	1440000	43
lg01	1440000	1450000	43
lg01	1450000	1460000	43
lg01	1460000	1470000	42
lg01	1470000	1480000	42
lg01	1480000	1490000	43
lg01	1490000	1500000	44
lg01	1500000	1510000	40
lg01	1510000	1520000	48
lg01	1520000	1530000	43
lg01	1530000	1540000	43
lg01	1540000	1550000	43
lg01	1550000	1560000	39
lg01	1560000	1570000	41
lg01	1570000	1580000	39
lg01	1580000	1590000	40
lg01	1590000	1600000	41
lg01	1600000	1610000	45
lg01	1610000	1620000	43
lg01	1620000	1630000	43
lg01	1630000	1640000	46
lg01	1640000	1650000	54
lg01	1650000	1660000	53
lg01	1660000	1670000	53
lg01	1670000	1680000	54
lg01	1680000	1690000	45
lg01	1690000	1700000	40
lg01	1700000	1710000	41
lg01	1710000	1720000	45
lg01	1720000	1730000	40
lg01	1730000	1740000	42
lg01	1740000	1750000	46
lg01	1750000	1760000	48
lg01	1760000	1770000	47
lg01	1770000	1780000	45
lg01	1780000	1790000	48
lg01	1790000	1800000	44
lg01	1800000	1810000	42
lg01	1810000	1820000	42
lg01	1820000	1830000	45
lg01	1830000	1840000	43
lg01	1840000	1850000	44
lg01	1850000	1860000	43
lg01	1860000	1870000	46
lg01	1870000	1880000	49
lg01	1880000	1890000	47
lg01	1890000	1900000	43
lg01	1900000	1910000	44
lg01	1910000	1920000	47
lg01	1920000	1930000	46
lg01	1930000	1940000	46
lg01	1940000	1950000	47
lg01	1950000	1960000	48
lg01	1960000	1970000	41
lg01	1970000	1980000	40
lg01	1980000	1990000	42
lg01	1990000	2000000	46
lg01	2000000	2010000	47
lg01	2010000	2020000	43
lg01	2020000	2030000	56
lg01	2030000	2040000	48
lg01	2040000	2050000	43
lg01	2050000	2060000	43
lg01	2060000	2070000	43
lg01	2070000	2080000	45
lg01	2080000	2090000	42
lg01	2090000	2100000	45
lg01	2100000	2110000	42
lg01	2110000	2120000	48
lg01	2120000	2130000	43
lg01	2130000	2140000	46
lg01	2140000	2150000	44
lg01	2150000	2160000	40
